recipe_name,ingredients,time_preparation,calories,intolerances,recipe_url,recipe_image_url,category
Galletas de corazón con chocolate,"['harina', 'azúcar', 'mantequilla', 'huevo', 'limón ralladura', 'chocolate negro fondant', 'azúcar glas', 'sal']",30 min,,[],https://www.lecturas.com/recetas/corazones_2839.html,https://content-recetas.lecturas.com/medio/2020/02/10/cookies_galletas_con_macadamia_y_galletas_en_forma_de_corazon_fe713d1b_800x800.jpg,Postres y dulces
Galletas con corazón de fresa,"['azúcar glas', 'mantequilla', 'huevo', 'harina', 'leche', 'fresones', 'mermelada de fresa', 'clara de huevo', 'aroma de vainilla']",45 min,,[],https://www.lecturas.com/recetas/galletas-corazon-fresa_8491.html,https://content-recetas.lecturas.com/medio/2020/02/10/galletas_con_corazon_de_fresa_279e54b5_800x800.jpg,Postres y dulces
Galletas con corazón,"['harina para las de vainilla', 'azúcar glas para las de vainilla', 'mantequilla para las de vainilla', 'esencia de vainilla para las de vainilla', 'mantequilla para las rojas', 'azúcar glas para las rojas', 'huevo para las rojas', 'harina para las rojas', 'vainilla para las rojas', 'sal para las rojas', 'cacao en polvo para las rojas', 'colorante alimentario rojo en gel para las rojas']",40 min,,[],https://www.lecturas.com/recetas/galletas-corazon_8496.html,https://content-recetas.lecturas.com/medio/2020/02/10/galletas_con_corazon_e37d41a9_800x800.jpg,Postres y dulces
Bizcocho de cacao con corazones,"['mantequilla', 'azúcar', 'harina', 'huevos', 'levadura en polvo', 'aroma de vainilla', 'colorante alimentario de color rojo en gel', 'cacao en polvo puro']",80 min,,[],https://www.lecturas.com/recetas/bizcocho-cacao-corazones_8706.html,https://content-recetas.lecturas.com/medio/2020/02/10/paso_a_paso_para_realizar_bizcocho_de_cacao_con_corazones_resultado_final_e785cbac_800x800.jpg,Postres y dulces
Corazón de bizcocho red velvet con glasa de chocolate blanco,"['azúcar', 'huevos grandes', 'harina', 'aceite de girasol', 'extracto de vainilla', 'cacao en polvo', 'sal', 'bicarbonato sódico', 'leche tibia', 'limones el zumo', 'colorante alimentario en pasta de color rojo', 'chocolate blanco fondant para la cobertura', 'nata para montar para la cobertura']",80 min,286 Cal,[],https://www.lecturas.com/recetas/corazon-bizcocho-red-velvet-glasa-chocolate-blanco_8936.html,https://content-recetas.lecturas.com/medio/2020/02/10/corazon_de_bizcocho_red_velvet_con_glasa_de_chocolate_blanco_b8d0083b_800x800.jpg,Postres y dulces
Bizcocho red velvet con buttercream de coco,"['harina', 'levadura', 'cacao en polvo', 'colorante alimentario rojo', 'extracto de vainilla', 'azúcar', 'huevos', 'mantequilla', 'leche', 'zumo de limón', 'mantequilla para la buttercream', 'azúcar glas para la buttercream', 'aroma de coco para la buttercream', 'coco desecadas para la buttercream']",80 min,,[],https://www.lecturas.com/recetas/bizcocho-red-velvet-buttercream-coco_8786.html,https://content-recetas.lecturas.com/medio/2020/02/05/bizcocho_red_velvet_con_buttercream_de_coco_d986c47b_800x800.jpg,Postres y dulces
Pavlova de kiwi y coulis de mango,"['claras de huevo', 'azúcar', 'harina de maíz', 'vinagre de vino blanco', 'esencia de vainilla', 'mango para el coulis', 'azúcar glas para el coulis', 'limas', 'nata para montar para decorar', 'azúcar para decorar', 'kiwi para decorar']",90 min,286 Cal,['Sin gluten'],https://www.lecturas.com/recetas/pavlova-kiwi-y-coulis-mango_6168.html,https://content-recetas.lecturas.com/medio/2020/02/04/pavlova_de_kiwi_y_coulis_de_mango_ef6c04b1_800x800.jpg,Postres y dulces
Tarta tatin de mango con pasta brisa,"['mangos', 'pasta brisa refrigerada', 'mantequilla', 'azúcar', 'hierbas aromáticas al gusto para decorar']",50 min,,[],https://www.lecturas.com/recetas/tarta-tatin-mango-pasta-brisa_8654.html,https://content-recetas.lecturas.com/medio/2020/01/30/paso_a_paso_para_realizar_tarta_tatin_de_mango_con_pasta_brisa_resultado_final_2c039735_800x800.jpg,Postres y dulces
Sopa dulce de mango,"['mangos la pulpa', 'naranjas', 'ron (opcional)', 'mango para decorar', 'arándanos para decorar', 'grosellas para decorar', 'crocanti de almendra para decorar', 'hierbas aromáticas para decorar']",15 min,,"['Sin gluten', 'Sin huevo', 'Sin lactosa']",https://www.lecturas.com/recetas/sopa-dulce-mango_8666.html,https://content-recetas.lecturas.com/medio/2020/01/30/sopa_dulce_de_mango_3c3b5133_800x800.jpg,Postres y dulces
Turrón de quinoa y almendra,"['almendras molidas', 'almendras troceada', 'coco rallado', 'ciruelas pasas sin hueso', 'semillas de chía', 'quinoa inflada o hinchada', 'sirope de agave', 'aceite de oliva virgen', 'canela en polvo', 'mosto de uva']",15 min,,[],https://www.lecturas.com/recetas/turron-quinoa-y-almendra_8887.html,https://content-recetas.lecturas.com/medio/2020/01/14/turron_de_quinoa_y_almendra_dd480cfd_800x800.jpg,Postres y dulces
"Pastel Victoria de naranja con bizcocho, sin horno","['azúcar', 'huevos', 'mantequilla', 'zumo de naranja natural', 'agua de azahar', 'levadura', 'queso blanco para untar', 'nata para montar', 'azúcar glas', 'naranjas confitada']",60 min,,[],https://www.lecturas.com/recetas/helado-menta-y-chocolate_294.html,https://content-recetas.lecturas.com/medio/2020/01/10/paso_a_paso_para_realizar_pastel_victoria_de_naranja_con_bizcocho_sin_horno_resultado_final_e155eb6f_800x800.jpg,Postres y dulces
Roscón de hojaldre con nata y frambuesa rellenas de gelatina,"['hojaldre refrigerado', 'nata para montar', 'azúcar', 'frambuesas congeladas para la gelatina de frutas', 'azúcar para la gelatina de frutas', 'gelatina neutra para la gelatina de frutas', 'frambuesas para decorar', 'azúcar glas para decorar']",75 min,,[],https://www.lecturas.com/recetas/roscon-hojaldre-nata-y-frambuesa-rellenas-gelatina_8877.html,https://content-recetas.lecturas.com/medio/2020/01/03/paso_a_paso_para_realizar_roscon_de_hojaldre_con_nata_y_frambuesa_rellenas_de_gelatina_resultado_final_fc1670b4_800x800.jpg,Postres y dulces
Crumble de plátano y piña,"['plátanos', 'piña en almíbar', 'copos de avena', 'nueces peladas', 'mantequilla', 'harina', 'canela en polvo', 'azúcar moreno']",35 min,355 Cal,[],https://www.lecturas.com/recetas/crumble-platano-y-pina_1215.html,https://content-recetas.lecturas.com/medio/2019/12/13/crumble_de_platano_y_pina_2a0c6c3b_800x800.jpg,Postres y dulces
Batido de chocolate y plátano,"['chocolate blanco fondant', 'plátano', 'leche', 'nata líquida']",10 min,,[],https://www.lecturas.com/recetas/batido-chocolate-y-platano_5702.html,https://content-recetas.lecturas.com/medio/2019/12/12/batido_de_chocolate_con_helado_batido_de_chocolate_y_platano_y_cafe_irlandes_al_guisqui_con_chocolate_6e47e73f_800x800.jpg,Postres y dulces
Pastel de chocolate con hojas de fondant,"['mantequilla para el bizcocho', 'chocolate negro fondant para el bizcocho', 'huevos para el bizcocho', 'azúcar para el bizcocho', 'harina para el bizcocho', 'gelatina neutra para la cobertura', 'nata para montar para la cobertura', 'chocolate con leche fondant para la cobertura', 'polvo de oro para la cobertura', 'fondant de color amarillo y marrón para la cobertura']",80 min,,[],https://www.lecturas.com/recetas/pastel-chocolate-hojas-fondant_4574.html,https://content-recetas.lecturas.com/medio/2018/07/19/pastel-de-chocolate-con-hojas-de-fondant_a222f456_800x800.jpg,Postres y dulces
Pastel de chocolate relleno de nata,"['huevos', 'harina', 'mantequilla', 'azúcar', 'chocolate fondant', 'levadura en polvo', 'nata montada azucarada', 'nata para montar', 'chocolate para el ganache']",55 min,,[],https://www.lecturas.com/recetas/pastel-chocolate-relleno-nata_5749.html,https://content-recetas.lecturas.com/medio/2019/12/09/pastel_de_chocolate_relleno_de_nata_pastel_de_chocolate_y_albaricoque_pastel_de_zanahoria_y_chocolate_f1eb8244_800x800.jpg,Postres y dulces
Pastel de chocolate y albaricoque,"['harina', 'azúcar', 'huevos', 'levadura en polvo', 'mantequilla', 'leche', 'chocolate blanco', 'mermelada de albaricoque', 'queso blanco para untar', 'mantequilla', 'azúcar glas']",70 min,,[],https://www.lecturas.com/recetas/pastel-chocolate-y-albaricoque_5750.html,https://content-recetas.lecturas.com/medio/2019/12/09/pastel_de_chocolate_relleno_de_nata_pastel_de_chocolate_y_albaricoque_pastel_de_zanahoria_y_chocolate_d9a27252_800x800.jpg,Postres y dulces
Galletas de avena glaseada,"['mantequilla', 'galletas de avena', 'copos de avena', 'harina', 'azúcar moreno', 'huevos', 'leche', 'canela', 'chocolate', 'azúcar avainillado', 'bicarbonato sódico', 'azúcar glas', 'zumo de limón', 'sal']",45 min,,[],https://www.lecturas.com/recetas/galletas-avena-glaseada_8067.html,https://content-recetas.lecturas.com/medio/2019/11/28/galletas_de_avena_glaseadas_y_minigalletitas_rellenas_de_crema_f19d2bdc_800x800.jpg,Postres y dulces
Cheesecake con chocolate y galletas,"['galletas para la base', 'mantequilla para la base', 'requesón para el relleno', 'gelatina neutra para el relleno', 'aroma de vainilla para el relleno', 'azúcar para el relleno', 'nata para montar para el relleno', 'chocolate fondant para decorar', 'leche para decorar', 'galletas para decorar']",60 min,301 Cal,[],https://www.lecturas.com/recetas/cheesecake-chocolate-y-sobras-galletas-navidad_8111.html,https://content-recetas.lecturas.com/medio/2019/11/28/paso_a_paso_para_realizar_cheesecake_con_chocolate_y_sobras_de_galletas_de_navidad_resultado_final_2bbaff5e_800x800.jpg,Postres y dulces
Tarta de queso con lunares de chocolate,"['mantequilla', 'galletas de chocolate', 'queso blanco para untar', 'nata para montar', 'azúcar', 'harina de maíz', 'esencia de vainilla', 'sal', 'limón la ralladura', 'chocolate negro fondant']",90 min,,[],https://www.lecturas.com/recetas/tarta-queso-lunares-chocolate_134.html,https://content-recetas.lecturas.com/medio/2018/07/19/tarta-de-queso-con-lunares-de-chocolate_8a8e1c77_800x800.jpg,Postres y dulces
Pastelitos de nata y chocolate,"['galletas de chocolate', 'mantequilla', 'queso mascarpone', 'nata líquida', 'azúcar', 'chocolate negro fondant', 'gelatina en polvo', 'grosellas', 'menta']",60 min,,['Preparación con antelación'],https://www.lecturas.com/recetas/pastelitos-nata-y-chocolate_137.html,https://content-recetas.lecturas.com/medio/2018/07/19/pastelitos-de-nata-y-chocolate_bbc37513_800x800.jpg,Postres y dulces
Tarta de chocolate con fondant,"['huevos', 'azúcar', 'harina', 'levadura', 'mantequilla', 'nata para montar', 'zumo de limón', 'limón ralladura', 'fondant blanca', 'fondant negra', 'nata para montar para el relleno', 'chocolate negro fondant', 'claras de huevo', 'azúcar glas']",90 min,,[],https://www.lecturas.com/recetas/tarta-chocolate-fondant_183.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-una-tarta-rellena-de-chocolate-con-fondant-resultado-final_d90a5b2b_800x800.jpg,Postres y dulces
Tarta de chocolate con galletas,"['crema de chocolate y avellanas', 'galleta cuadradas', 'leche', 'preparado para flan de chocolate para 1 litro de leche', 'queso blanco para untar', 'azúcar', 'chocolate negro', 'fresa silvestres']",50 min,,[],https://www.lecturas.com/recetas/tarta-chocolate-galletas_8630.html,https://content-recetas.lecturas.com/medio/2019/11/27/paso_a_paso_para_realizar_tarta_de_chocolate_con_galletas_resultado_final_7c8042bc_800x800.jpg,Postres y dulces
Tarta de chocolate y pera,"['chocolate negro fondant', 'huevos', 'azúcar', 'mantequilla', 'avellanas tostadas repeladas', 'pera grande', 'sal', 'cacao en polvo para decorar']",60 min,,[],https://www.lecturas.com/recetas/tarta-capreses-chocolate-y-pera_8782.html,https://content-recetas.lecturas.com/medio/2019/11/26/brownie_de_doble_chocolate_y_nueces_y_tarta_caprese_de_chocolate_y_pera_64b29b0f_800x800.jpg,Postres y dulces
Christmas pudding con frutas y frutos secos,"['harina', 'nuez moscada molida', 'clavo de olor molido', 'miga de pan blanco', 'azúcar moreno', 'grosellas', 'ciruelas pasas', 'uvas pasas pequeñas', 'brandy', 'frutas confitadas naranja, pera, melón...', 'almendras crudas picadas', 'manzanas peladas', 'zanahorias', 'mantequilla', 'mantequilla', 'limón', 'huevo', 'cervezas negra', 'avellanas tostadas para decorar', 'arándanos rojos secos para decorar', 'uvas pasas para decorar', 'orejones de albaricoque para decorar', 'mermelada de naranja para decorar']",500 min,386 Cal,[],https://www.lecturas.com/recetas/christmas-pudding-frutas-y-frutos-secos_8088.html,https://content-recetas.lecturas.com/medio/2019/11/19/paso_a_paso_para_realizar_christmas_pudding_con_frutas_y_frutos_secos_resultado_final_f1929c02_800x800.jpg,Postres y dulces
Cuajadas con membrillo y galletas de mantequilla,"['leche para la cuajada', 'azúcar para la cuajada', 'cuajo para la cuajada', 'gelatina para la cuajada', 'mantequilla para las galletas', 'azúcar glas para las galletas', 'huevo para las galletas', 'vainilla en polvo para las galletas', 'sal para las galletas', 'harina para las galletas', 'levadura en polvo para las galletas', 'azúcar para el crujiente', 'semillas de sésamo negro para el crujiente', 'dulce de membrillo para decorar']",60 min,273 Cal,[],https://www.lecturas.com/recetas/cuajadas-membrillo-y-galletas-mantequilla_8098.html,https://content-recetas.lecturas.com/medio/2019/11/05/paso_a_paso_para_realizar_cuajadas_con_membrillo_y_galletas_de_mantequilla_resultado_final_9152c1d1_800x800.jpg,Postres y dulces
Minitroncos de requesón con granada,"['requesón', 'miel', 'agar-agar gelificante', 'granada pequeña para decorar', 'menta o hierbabuena para decorar']",15 min,286 Cal,[],https://www.lecturas.com/recetas/minitroncos-requeson-granada_8262.html,https://content-recetas.lecturas.com/medio/2019/11/05/paso_a_paso_para_realizar_minitroncos_de_requeson_con_granada_resultado_final_82721799_800x800.jpg,Postres y dulces
"Corona de bizcocho con confitura, macarons y fruta","['azúcar', 'aceite vegetal', 'yogur', 'harina', 'huevos', 'clara de huevo', 'levadura en polvo', 'mermelada de albaricoque', 'cacao en polvo', 'frutos rojos para decorar', 'macarones rosas', 'hierbas aromáticas']",90 min,,[],https://www.lecturas.com/recetas/corona-bizcocho-confitura-macarons-y-fruta_8082.html,https://content-recetas.lecturas.com/medio/2019/11/19/paso_a_paso_para_realizar_corona_de_bizcocho_con_confitura_macarons_y_fruta_resultado_final_f9b6f281_800x800.jpg,Postres y dulces
Peras al horno con caramelo y sorbete de mandarina,"['peras pequeñas', 'azúcar', 'mantequilla para las tejas', 'azúcar para las tejas', 'azúcar moreno para las tejas', 'naranja para las tejas', 'harina para las tejas', 'mandarinas para el sorbete', 'agua para el sorbete', 'agua de azahar para el sorbete', 'azúcar para el sorbete']",60 min,366 Cal,['Sin huevo'],https://www.lecturas.com/recetas/peras-horno-caramelo-y-sorbete-mandarina_8093.html,https://content-recetas.lecturas.com/medio/2019/10/24/paso_a_paso_para_realizar_peras_al_horno_con_caramelo_y_sorbete_de_mandarina_resultado_final_042bec08_800x800.jpg,Postres y dulces
"Daifuku mochi de fresón, kiwi y mango","['harina de arroz para la masa', 'azúcar para la masa', 'harina de maíz para la masa', 'helado de vainilla para el relleno', 'fresones para el relleno', 'kiwi para el relleno', 'mangos para el relleno']",60 min,189 Cal,[],https://www.lecturas.com/recetas/daifuku-mochi-freson-kiwi-y-mango_8755.html,https://content-recetas.lecturas.com/medio/2019/10/24/paso_a_paso_para_hacer_daifuku_mochi_de_freson_kiwi_y_mango_resultado_final_f43037d7_800x800.jpg,Postres y dulces
Polvorones de la abuela Inés,"['harina de repostería', 'azúcar glas', 'manteca de cerdo', 'canela en polvo', 'limones el zumo y la ralladura']",45 min,,"['Sin huevo', 'Sin lactosa', 'Preparación con antelación']",https://www.lecturas.com/recetas/polvorones-abuela-ines_8723.html,https://content-recetas.lecturas.com/medio/2019/10/11/polvorones_de_la_abuela_ines_c6070ef8_800x800.jpg,Postres y dulces
Corona de galletas de mantequilla glaseadas,"['azúcar glas', 'mantequilla', 'harina', 'huevo', 'vainilla', 'hojaldre', 'clara de huevo para la glasa', 'azúcar glas para la glasa', 'zumo de limón para la glasa']",140 min,,[],https://www.lecturas.com/recetas/corona-galletas-mantequilla-glaseadas_8083.html,https://content-recetas.lecturas.com/medio/2019/11/05/paso_a_paso_para_realizar_corona_de_galletas_de_mantequilla_glaseadas_resultado_final_6dd95950_800x800.jpg,Postres y dulces
Bûche de Noël (Tronco de Navidad),"['huevos para el bizcocho', 'azúcar para el bizcocho', 'harina para el bizcocho', 'sal para el bizcocho', 'cacao en polvo para el bizcocho', 'nata para montar para el relleno', 'azúcar para el relleno', 'nata para montar para la trufa', 'azúcar para la trufa', 'chocolate para la trufa', 'azúcar para el almíbar', 'agua para el almíbar', 'aroma de vainilla para el almíbar', 'grosellas para decorar', 'romero para decorar']",55 min,240 Cal,[],https://www.lecturas.com/recetas/buche-noel_8085.html,https://content-recetas.lecturas.com/medio/2019/10/09/paso_a_paso_para_realizar_buche_de_noel_resultado_final_7eab54fc_800x800.jpg,Postres y dulces
Risalamande (tarta de arroz con leche),"['galletas tipo spéculoos para la base', 'mantequilla para la base', 'leche para el arroz con leche', 'arroz blanco de grano de redondo para el arroz con leche', 'azúcar para el arroz con leche', 'vaina de vainilla para el arroz con leche', 'nata para montar para el arroz con leche', 'gelatina 16 gramos para el arroz con leche', 'mermelada de frambuesa para decorar', 'gelatina 18 gramos para decorar', 'frambuesas para decorar']",45 min,,[],https://www.lecturas.com/recetas/risalamande-tarta-arroz-leche_8086.html,https://content-recetas.lecturas.com/medio/2019/10/09/paso_a_paso_para_realizar_risalamande_tarta_de_arroz_con_leche_resultado_final_bc90774b_800x800.jpg,Postres y dulces
Potica (rollo relleno de crema de nueces y miel),"['harina de fuerza para la masa', 'levadura prensada para la masa', 'yemas de huevo para la masa', 'leche templada para la masa', 'mantequilla para la masa', 'mantequilla para la masa', 'sal para la masa', 'azúcar para la masa', 'aceite de girasol para la masa', 'azúcar glas para la masa', 'nueces peladas para el relleno', 'miel para el relleno', 'azúcar para el relleno', 'leche para el relleno', 'huevos para el relleno', 'canela en polvo para el relleno']",50 min,321 Cal,[],https://www.lecturas.com/recetas/potica-rollo-relleno-crema-nueces-y-miel_8087.html,https://content-recetas.lecturas.com/medio/2019/10/09/paso_a_paso_para_realizar_potica_rollo_relleno_de_crema_de_nueces_y_miel_resultado_final_b76ca892_800x800.jpg,Postres y dulces
Panettone (brioche con frutas y chocolate),"['agua tibia', 'levadura de panadero', 'harina', 'leche tibia', 'azúcar', 'huevos', 'yemas de huevo', 'azúcar avainillado', 'mantequilla reblandecida', 'mantequilla', 'sal', 'pepitas de chocolate', 'frutos secos', 'uvas pasas', 'naranja la piel rallada', 'nata para montar', 'azúcar']",85 min,201 Cal,[],https://www.lecturas.com/recetas/panettone-brioche-frutas-y-chocolate_8089.html,https://content-recetas.lecturas.com/medio/2019/10/09/paso_a_paso_para_realizar_panettone_brioche_con_frutas_y_chocolate_resultado_final_72a207c9_800x800.jpg,Postres y dulces
Linzer torte (tarta de arándanos),"['mantequilla', 'mantequilla', 'almendras molida', 'harina', 'harina', 'yemas de huevo', 'azúcar glas', 'canela en polvo', 'clavo de olor molido', 'sal', 'limón', 'mermelada de arándanos', 'azúcar glas']",50 min,295 Cal,[],https://www.lecturas.com/recetas/linzer-torte-tarta-arandanos_8092.html,https://content-recetas.lecturas.com/medio/2019/10/09/paso_a_paso_para_realizar_linzer_torte_tarta_de_arandanos_resultado_final_63f33019_800x800.jpg,Postres y dulces
Mousse de turrón con hojaldre,"['hojaldre cuadradas', 'azúcar glas', 'turrón de jijona para la mousse', 'nata para montar para la mousse', 'azúcar para la mousse', 'claras de huevo para la mousse', 'gelatina neutra para la mousse', 'almendras tostadas para decorar']",60 min,362 Cal,[],https://www.lecturas.com/recetas/mousse-turron-hojaldre_8108.html,https://content-recetas.lecturas.com/medio/2019/10/09/paso_a_paso_para_realizar_mousse_de_turron_con_hojaldre_resultado_final_f2772b94_800x800.jpg,Postres y dulces
Cucuruchos de 3 sabores: resultado final,"['fresas para los helados de fresa y plátano', 'plátanos pelados para los helados de fresa y plátano', 'nata para montar para el helado de chocolate', 'huevos para el helado de chocolate', 'cacao en polvo para el helado de chocolate', 'chocolate negro para el helado de chocolate', 'leche para el helado de chocolate', 'azúcar para el helado de chocolate', 'mantequilla para los cucuruchos', 'azúcar para los cucuruchos', 'huevos para los cucuruchos', 'harina de trigo para los cucuruchos', 'esencia de vainilla para los cucuruchos', 'aceite de girasol para los cucuruchos', 'sal para los cucuruchos']",75 min,279 Cal,[],https://www.lecturas.com/recetas/cucuruchos-3-sabores-resultado-final_8616.html,https://content-recetas.lecturas.com/medio/2019/10/08/paso_a_paso_para_realizar_cucuruchos_de_3_sabores_resultado_final_30bd4634_800x800.jpg,Postres y dulces
Milhojas frutal,"['melones piel de sapo', 'manzanas rojas', 'fresas', 'limón', 'miel de flores', 'grosellas para decorar']",15 min,,[],https://www.lecturas.com/recetas/milhojas-frutal_8663.html,https://content-recetas.lecturas.com/medio/2019/10/08/milhojas_frutal_e6661c1d_800x800.jpg,Postres y dulces
Copitas de crema catalana con naranja,"['naranja', 'leche', 'azúcar', 'yemas de huevo', 'canela', 'harina de maíz', 'limones la piel', 'crocanti de almendra']",50 min,447 Cal,['Sin gluten'],https://www.lecturas.com/recetas/copitas-crema-catalana-naranja_8727.html,https://content-recetas.lecturas.com/medio/2019/10/08/copitas_de_crema_catalanacon_naranja_7c953769_800x800.jpg,Postres y dulces
Roscón relleno de yema y nata,"['roscón de reyes pequeño', 'huevos medianos', 'azúcar', 'nata para montar']",30 min,473 Cal,[],https://www.lecturas.com/recetas/roscon-relleno-yema-y-nata_8724.html,https://content-recetas.lecturas.com/medio/2019/10/07/roscon_relleno_de_yema_y_nata_7ebc97a2_800x800.jpg,Postres y dulces
Turrón casero de almendras,"['almendras peladas', 'clara de huevo pequeño', 'azúcar', 'miel']",25 min,355 Cal,"['Sin lactosa', 'Sin gluten']",https://www.lecturas.com/recetas/turron-casero-almendras_8726.html,https://content-recetas.lecturas.com/medio/2019/12/04/turron_casero_de_almendras_735a8864_800x800.jpg,Postres y dulces
Galette de higos con nata montada,"['mantequilla para la galette', 'harina para la galette', 'agua mineral para la galette', 'compota de manzana para la galette', 'sal para la galette', 'huevo para la galette', 'higos frescos para la galette', 'nata para montar', 'azúcar glas']",45 min,379 Cal,[],https://www.lecturas.com/recetas/galette-higos-nata-montada_8274.html,https://content-recetas.lecturas.com/medio/2019/09/27/galette_de_higos_con_nata_montada_d88c9934_800x800.jpg,Postres y dulces
Roscón de Reyes con naranja y almendra,"['levadura de panadero prensada para la masa madre', 'agua para la masa madre', 'harina de fuerza para la masa madre', 'harina de fuerza para la segunda masa', 'azúcar para la segunda masa', 'mantequilla para la segunda masa', 'sal para la segunda masa', 'huevo para la segunda masa', 'agua de azahar para la segunda masa', 'leche para la segunda masa', 'harina para el molde', 'mantequilla para el molde', 'almendras laminada para decorar', 'azúcar granulado para decorar', 'naranja para decorar', 'azúcar para decorar', 'agua para decorar', 'huevo para decorar']",45 min,297 Cal,[],https://www.lecturas.com/recetas/roscon-reyes-naranja-y-almendra_8090.html,https://content-recetas.lecturas.com/medio/2019/09/26/paso_a_paso_para_realizar_roscon_de_reyes_con_naranja_y_almendra_resultado_final_46848496_800x800.jpg,Postres y dulces
Trufas fáciles de bizcocho al limón,"['mantequilla', 'zumo de limón', 'piel de limón rallada', 'leche condensada', 'huevos para el bizcocho', 'azúcar para el bizcocho', 'harina para el bizcocho', 'aroma de vainilla para el bizcocho', 'azúcar amarillo para rebozar']",35 min,199 Cal,[],https://www.lecturas.com/recetas/trufas-faciles-bizcocho-limon_8649.html,https://content-recetas.lecturas.com/medio/2019/08/19/paso_a_paso_para_realizar_trufas_faciles_de_bizcocho_al_limon_resultado_final_d12fc1f9_800x800.jpg,Postres y dulces
Tarta de queso con lunares de chocolate,"['mantequilla', 'galletas de chocolate', 'queso blanco para untar', 'nata para montar', 'azúcar', 'harina de maíz', 'esencia de vainilla', 'sal', 'limón la ralladura', 'chocolate negro fondant']",90 min,,[],https://www.lecturas.com/recetas/tarta-queso-lunares-chocolate_134.html,https://content-recetas.lecturas.com/medio/2018/07/19/tarta-de-queso-con-lunares-de-chocolate_8a8e1c77_800x800.jpg,Postres y dulces
Pastelitos de nata y chocolate,"['galletas de chocolate', 'mantequilla', 'queso mascarpone', 'nata líquida', 'azúcar', 'chocolate negro fondant', 'gelatina en polvo', 'grosellas', 'menta']",60 min,,['Preparación con antelación'],https://www.lecturas.com/recetas/pastelitos-nata-y-chocolate_137.html,https://content-recetas.lecturas.com/medio/2018/07/19/pastelitos-de-nata-y-chocolate_bbc37513_800x800.jpg,Postres y dulces
Tarta de chocolate con fondant,"['huevos', 'azúcar', 'harina', 'levadura', 'mantequilla', 'nata para montar', 'zumo de limón', 'limón ralladura', 'fondant blanca', 'fondant negra', 'nata para montar para el relleno', 'chocolate negro fondant', 'claras de huevo', 'azúcar glas']",90 min,,[],https://www.lecturas.com/recetas/tarta-chocolate-fondant_183.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-una-tarta-rellena-de-chocolate-con-fondant-resultado-final_d90a5b2b_800x800.jpg,Postres y dulces
Tarta fina con cuajada y sandía,"['pasta brisa refrigerada', 'leche', 'cuajadas en polvo', 'azúcar', 'gelatina', 'sandía sin semillas para decorar', 'menta para decorar']",80 min,,[],https://www.lecturas.com/recetas/tarta-fina-cuajada-y-sandia_8651.html,https://content-recetas.lecturas.com/medio/2019/08/19/paso_a_paso_para_realizar_tarta_fina_con_cuajada_y_sandia_resultado_final_1a8c87e7_800x800.jpg,Postres y dulces
Canelones de melón con nata y crema quemada,"['melones', 'nata para montar', 'azúcar', 'leche para la crema', 'limón para la crema', 'vaina de vainilla para la crema', 'harina de maíz para la crema', 'azúcar para la crema', 'yemas de huevo para la crema', 'menta fresca para decorar']",60 min,,[],https://www.lecturas.com/recetas/canelones-melon-nata-y-crema-quemada_8652.html,https://content-recetas.lecturas.com/medio/2019/08/19/paso_a_paso_para_realizar_canelones_de_melon_con_nata_y_crema_quemada_resultado_final_9678f6a6_800x800.jpg,Postres y dulces
Tarta de melón y horchata con base de galleta,"['melón mediano (de 1 kg)', 'mantequilla', 'galletas maría', 'horchata', 'semillas de chía', 'gelatina', 'helado de chocolate para decorar', 'hierbas aromáticas al gusto para decorar']",50 min,,[],https://www.lecturas.com/recetas/tarta-melon-y-horchata-base-galleta_8653.html,https://content-recetas.lecturas.com/medio/2019/08/19/paso_a_paso_para_realizar_tarta_de_melon_y_horchata_con_base_de_galleta_resultado_final_b1e92e1b_800x800.jpg,Postres y dulces
Charlota de mango con bizcochos,"['mangos medianos', 'bizcocho preparado', 'azúcar', 'bizcochos de soletilla', 'almíbar', 'gelatina', 'queso mascarpone', 'queso blanco para untar', 'nata líquida', 'menta para decorar', 'nata montada para decorar']",50 min,,[],https://www.lecturas.com/recetas/charlota-mango-bizcochos_8655.html,https://content-recetas.lecturas.com/medio/2019/08/19/paso_a_paso_para_realizar_charlota_de_mango_con_bizcochos_resultado_final_3d3e6d66_800x800.jpg,Postres y dulces
Tartaletas de frutos rojos,"['almendras molidas', 'nueces peladas', 'sirope de agave', 'ciruelas pasas sin hueso', 'queso quark', 'pistachos pelados', 'frutos rojos variados']",15 min,285 Cal,[],https://www.lecturas.com/recetas/tartaletas-frutos-rojos_3772.html,https://content-recetas.lecturas.com/medio/2018/07/19/tartaletas-de-frutos-rojos_c4e3ed39_800x800.jpg,Postres y dulces
